"Name","Review Content","Date","Rating","Mercure Hotel"
"Dm","Interesting place I must say I dint usually go out to such beautiful places but being my first I must say I had a wonderful stay welcoming was warming as well as the check out, Tia was kind really is a great character","Date of stay: June 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Very convenient","One really have to put in to consideration of where to go out in this cold, me and my friends decided to go try out the Stratos@Avani restaurant, such a cold night, Justina, the supervisor was very helpful, she offered us throws to keep ourselves warm, while we have drinks and talk the night away. I’ll definitely come back and I’ll give reference as well…","Date of stay: June 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Stratos","The hostess was so friendly,love her smile. She made us feel so welcomed. They had great food I must say the oxtail is one of thee best I’ve tasted in a while. It takes me home. I tell you. The rooftop is a must see. Don’t forget to ask for the hostess","Date of stay: May 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Amazing stay","Great service, great rooms, good value for money. Welcoming was firendly and informative, bookings were quick as I had to book another room for friends. Beds were comfortable, water pressure and temperature up to standard, overall an amazing stay!!!!","Date of stay: April 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"excellent and out of this world, we will return again for the next workshop","service was excellent from charmaine and moses that we from ministry of health and social services, they were friendly and very helpful regarding the venue and service that was provided during the two day training held at Avani hotel","Date of stay: March 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Awesome service","Great experience from avani hotel for the best service, we had a delicious meal from dunes restaurant where we had my breakfast and lunch, awesome service from staff under the supervision of Mr David keep up the good work","Date of stay: March 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Roads Authority","Thank you for your assistance for switching boards rooms, service fast and efficient, conferencehall beautifully set up. Food & beverages was good, we enjoyed and had a awesome day spending time at Avani 🤗 thank David- Dunes Restaurant","Date of stay: March 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Stratos","Nice and airy place, was welcomed with cold beer by the hostess  Shanice, cause it was super hot when I got there.... Omg and the pizza she recommended was delicious. I never like onions on my pizza but these ones were nice and crispy.. 10/10 would definitely recommend and please do ask for Shanice.","Date of stay: February 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Outstanding service","Dunes restaurant great service from David,  fransisk and their team members , restaurant was very full however they managed to gave us a very fast service in the rush hour time in the morning breakfast,  keep up the good work guys,  happy from MOHSS","Date of stay: February 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Mr Fernando","My stay was awesome and I was treated to the highest level and Rosy and Kabwe was do professionals. The food is great and shops situated at CBD, everything was well prepared and thank you Avani for the best stay.","Date of stay: January 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"NHP","We have a word of thanks from NHP for awesome lunch that we had from funes restaurant food was awesome with nice customer from Fransina and Panduleni keep up the good service. David your friendly approach made us feel at home in your restaurant","Date of stay: January 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Very good","Very good service Very good peopleVery good foodVery good ambientChaida was very nice with usFrancina very nice treatmentDavid supervisor also very good with us I will defenitely comeback again","Date of stay: January 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Vote if thanks to David and kylie","The food was very good and I enjoyed the drinks and the company people should come and have their after work drinks at Avani definitely worth it. Me and my mom had a lovely time and my mom and her partner even decided to book in at Avani hotel in Namibia Windhoek I love this place!","Date of stay: January 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Rooftop lady","My night out with my  ladies was really blessed by the exceptional service provided by Michael rest ur one in a minion really passionate about her job u deserve an award I would recommend her to anyone coming to a Ano","Date of stay: January 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Miss","Michaela is the best always attends to me when I come for chill keep up the good work ur excellent I love ur service wil always come back becoz u make it worth it I can’t compliment her service enough","Date of stay: January 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Mondjila Project Advisory and Management","Great service, I love Avani hotel. Great lunch from Avani Dunes restaurant we really enjoyed it very much and the staff were very friendly and helpful and we willing to share this experience with our friends and families, the word of thanks goes to David and Francisca including the team for their great service.","Date of stay: December 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Best ever","Avani is one of the best hotel in Namibia. I wish to come back again and explore more from Avani hotel. It's a little challenging on how to use the hikes, it was very confusing. Should be there someone to assist please.","Date of stay: November 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Namdeb","David was very helpful and friendly. Friendly staff at dunes restaurant including banqueting staff and our workshop was helpful with their services........... we would like to come back again in future time","Date of stay: November 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Great check in","Avani is a great hotel and a great place to visit great food at the Dunes ...Jurgen at reception welcome me nice and i like the fact that the hotel is based in city centre close to shop and the mall...","Date of stay: November 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Business","Avani is always the best... From check to the restaurant food i love the fact that its in city centre Jurgen assisted so great and chuma the food at the pantry was great and the rooms are nice and spacious...","Date of stay: October 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Miss","My experience at Avani Hotel has been the best and excellent since from the night we check in,the reception staff members to the dining hall has been the best soo far....the food was just perfect no complains....just love everything about the hotel","Date of stay: October 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"under the ministry of finance , excellent from dunes restaurant from staff","it was a great service and good hospitality from avani hotel team and i want to express my word of to David Van Vindina for his warm welcome to the restaurant and the waiters Johannes Kavetara and Chahinda and Helmud for their good service and keep it up the great work .","Date of stay: October 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Good conference venue and good hospitality in Namibia","It was a great service from David and his team from banqueting department we had and were very professional and friendly to assist us with anything in our training and thank you Avani for good hospitality and accommodation.","Date of stay: October 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Thank you Avani hotel for giving the greatest service of all. I’m delighted to have such professionals all around hotel","My stay was awesome, staff are all excellent, service was delivered up to standard. Reception  lady such as Rosalia was very helpful and assisted me every day. Avani hotel is the best of all, keep up doing a great work.","Date of stay: October 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Ministry of health IAEA","I would like to express my word thanks to Banqueting team under the supervision of mr David and his team for good customer service staff were very friendly willing to help us in any case and thank you very much Avani Hotel","Date of stay: October 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Business","Very nice stay at avani hotel was check in by a good gentleman at reception Juergen he was very kind love the roof top bar and nice view at reception thank you avani hotel we really enjoyed our stay will come again","Date of stay: September 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Mr Mattie Ndamekele","Extra Ecellent service from Johannes at Dunes Restaurant. Johannes have at Dune Restaurant since 2016 that is the time i knew him but since ever i have been receiving good service from him until todate","Date of stay: August 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Linso Davids","Staying with you guys...was 💯,Good food... Beautiful room.All was up to standard, staff are friendly from checking in up to departure,  information regarding the hotel was excellentThanks Jurgen and Rosalia🙏🏻","Date of stay: July 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Shivute","My stay was awesome, food was great and had a great stay. Rosalia was great and helpful, she assisted me all the way and during departure.I will come back again and Avani hotel is the best, thank you know again","Date of stay: June 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Mrs","I was at Avani Windhoek  Hotel & Casino,warm welcome at reception Kavemunu she gave me beautiful room,explaining the hotel in details. Super breakfast at dunes restaurant and dinner at Stratos,uts was the best stay","Date of stay: April 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Honeymoon suite","Well done, bravo!! Imogen Malinga front office manager, you are blessing to this hotel, you and your team really went out of your way to make our stay a memorable stay at the hotel. From the moment we walk into your doors we received a warm welcome and our honeymoon suite was superb, thank you for going the extra mile.","Date of stay: April 2021This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"FIRST WINDHOEK VISIT","Great hotel and location, with great staff and very well appointed interiors. rooms were really spacious and clean bathrooms. I battled with the TV reception but otherwise it was a really pleasant stay","Date of stay: December 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Lovely, well situated hotel","Great hotel in the centre of Windhoek, close to shopping malls, market and cafes. Excellent breakfast and the roof top bar has a fabulous view. The cafe/restaurant downstairs also has good food. Rooms are spacious and the gym is well equipped (2 treadmills, weights, bike and stepper).","Date of stay: October 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Amfsa Conference","At Avani Hotel, I exoerienced a warm,friendly reception. All their porters are friendly, willing to assist with all your queries. The room had two double beds, had tea and coffie facilities. A hairdryer is available. They did mention a gown and slippers but I did not have in the room. The bed was comfortable. The airconditioner was not working, even after i reported it to room service.They do have a safe for your valuables.Bathroom facilities included a sanitary pack, shower The food was very good and a good variety to choose from.Overall a very good experience and really enjoyed my stay.","Date of stay: September 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"a bit noisy","nice and clean rooms with full equipment, excellent choice of food at dinner buffet. Would be an excellent rating if there wasn't a lot of noise from the street and neighbour bars (music until late), which disturbed our sleep.","Date of stay: August 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Avani Hotel"
"Awesome 👍","Cool, quite and beautiful, a place to see the city, at night and day, service is great, food is great, relaxation to maximum, easy to find, City center views, shopping malls around, great Break Fast, Recommend highly","Date of stay: June 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Quarta hospedagem em Windhoek","O hotel tem variacoes conforme o hospede, eles oferecem up grade mas nao é cortesia, entao nao é atrativo, pois é tarifa normal, mas quem nao le seus direitos podem ser facilmente manipulados pelo atendente da recepcao.POis fica aparecendo inicialmente é se trata de uma cortesia do hotel por ser fiel ao hotel, mas nao é nda disso. Essa é a minha quarta hospedagem a trabalho em Namibia, porem somos tratados como se nao conhesse, como primeira hospedagem....soa estranho. A comunicacao com os servicos nao é eficaz, apos a primeira noite ja queriam dar baixa pensando que iria fazer check out. Os servicos de limpeza e camareira ficou a desejar...solicitei bloco de notas para anotacoes, a resposta foi rapida nas palavras mas nao foi realizada...anteriormente ja tinha encima da cabeceira como em qualquer hotel deste nivel...","Date of stay: May 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Avani Hotel"
"Muito bem localizado","Hotel localizado na avenida principal de Windhoek, próximo de lojas, cafés e restaurantes. Quartos muito bons, boa casa de banho com banheira e duche separados. Espaços comuns agradáveis com o bar no terraço a ter uma vista óptima sobre a cidade. Pequenos almoços bastante variados. Limpeza irrepreensível e pessoal muito simpático e prestável. A piscina no terraço é muito pequena e fica no meio do bar sem espaço para espreguiçadeiras. Não utilizámos apesar do imenso calor. Recomendo o hotel.","Date of stay: March 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Windhoek","O hotel é muito bem localizado na principal avenida de Windhoek. Zona com muito comércio, alguns restaurantes e cafés. O hotel tem acesso directo a um centro comercial.Os quartos são muito bons, o pessoal simpático e eficiente. Pequeno almoço óptimo. O bar na cobertura tem vista para a cidade. Recomendo.","Date of stay: March 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Business trip","I was over nighting while having meetings the following day. I was made to feel like an family returning home. The staff was friendly and helpful. Junias especially went out of his way to make my stay enjoyable","Date of stay: January 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Improvement required","Having had a vehcile, the parking entrance into the mall was utterly not appealing. There was no one available to assist with our luggage from the car into the mall never mind the avail of trolleys.messy construction work also not appealing. The linen room attendance was dealt with animosity from the attenddee at the time and the breakfast needs a big revamp. This includes the utensils to display layout and variety of offering available. The bread was not fresh and the ""balcony"" area could do with some energy or life decor. The overall decor is bit dull and grey, no energy or life into the concept and the entrance/exit metal plates by the lifts on the room floors definitely not suited for hotels .","Date of stay: November 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Avani Hotel"
"Guter Standard aber nicht Gamechanging!","Dieses Hotel war die erste Unterkunft auf meine Namibiarundreise.Besonders gut war erstmal, dass man direkt in dem Gebäude in dem Parkhaus parken kann und nicht erst lange mit Koffern und Co rumlaufen muss.Am Abend warten Prostituierte vor dem Eingang des Parkhauses. Ich habe das nicht überprüft, aber es lag optisch sehr nahe.Das Frühstück hatte mich wirklich sehr begeistert.Optisch ist das Hotel und Zimmer eher normal.Der Rabatt, den die Portale ausweisen ist quatsch. Der Preis ist normal und der alte Preis wäre völlig überzogen.","Date of stay: November 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Visita perfetta, con qualche intoppo","Hotel centralissimo, situato sulla rinomata Indipendent Avenue. Camere spaziose, pulite e dotate di comfort quali Wi-Fi gratuito e televisioni molto grandi. Staff di assoluta gentilezza ed educazione. Il ristorante  dell'albergo è discreto e, seppur a buffet, offre una varietà di carne e pesce cucinata al momento, su richiesta del cliente. Venendo alle note negative, bisogna assolutamente segnalare che il casinò assomiglia più ad una sala slot con pochi tavoli e sempre affollatissimi. Inoltre, al momento della mia visita, l'hotel era in ristrutturazione ma, a mio parere, questo non giustifica il fatto che tre ascensori su tre fossero fuori servizio, contemporaneamente, per una buona mezza giornata. Non è nemmeno giustificabile che, dentro al frigo-bar, ci fossero solo due misere bottigliette d'acqua (entrambe naturali), per il resto bisognava chiamare il servizio in camera. Hotel sicuramente consigliato, peccato solo per queste piccoli scivoloni del tutto inaspettati visto il livello della struttura.","Date of stay: August 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"correct","bien situé  dans le centre ville, en face il y a un marché artisanal pour les derniers souvenirs à acheter, non bruyant et propre, en ce moment il y a des rénovations cela cause beaucoup de problème avec les ascenseurs","Date of stay: June 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Avani Hotel"
"Séjour groupe mai 2018","Bel hôtel  bien situé par contre problème d'ascenseur en panne et peu nombreux . Prestations à l'image de la fréquentation importante . Très belle chambre avec une literie confortable. Restauration normale comme un grand établissement . Emplacementidéal pour visiter la capitale .","Date of stay: May 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"phenomenal stay!!!!!!","Traveled for leisure,didn't know where to stay in Windhoek my boyfriend and I had to do a draw, lol so surprisingly we picked the AVANI HOTEL & CASINO,to my surprise i didn't know we where getting ourselves into the best HOTEL*** thanks to Junias at the reception for making our stay memorable and all the other staff,very friendly indeed.. the room is well appointed with a printer wow!! and everything else that you'd need ..","Date of stay: March 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Bra centralt hotell i Windhoek","Bra och centralt hotell mitt i Windhoek. Bra rum som man förväntar av ett 4+ hotell. Fin utsikt över staden från rummet och ännu bättre från terassen på taket där poolen ligger. Mycket bra frukost, parkering i parkeringshus i anslutning till hotellet som var gratis för boende. Vi fick vår hyrbil levererad hit och det fungerade mycket bra med parkering, förvaring av bagage och att köra ut från Windhoek. Det finns ett shopping mall i anslutning till hotellet med mat supermarket och restauranger. Till och med ATM utanför dörren. Kändes ok att gå ute i Windhoek dagtid, men skulle aldrig ut och gå på kvällen.","Date of stay: October 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Comodo e centrale ","Siamo rimasti solo una notte e quindi il giudizio è parziale. Belle stanze, grandi e pulite. L'albergo, moderno e piuttosto anonimo,  è all'interno di un centro commerciale - chiuso la donenica - e quindi un po' poco romantico ma la posizione è comoda e centrale. Un problema sono certamente gli ascensori: nelle ore di punta bisogna fare lunghe attese e se si vogliono usare le scale queste sono poco segnalate. Buono e ampio il buffet per la cena  e abbondante la colazione.","Date of stay: October 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Très bien situé et globalement très bien","Nous y avons séjourné une nuit lors de notre circuit Namibien.L'accueil est tout à fait correct. Les chambres sont spacieuses, de qualité équipées d'un frigo, climatisées et la literie excellente.Pour ce qui concerne la restauration, petit bémol, service en Buffet, assez moyen, en tout cas ce soir là. Le service est un peu moyen lui aussi. Par contre le petit déjeuner était très bien, varié, à l'anglaise, à la française, au choix voire complet en choisissant les deux. En Buffet lui aussi proposant des fruits frais excellents.Nous avons trouvé un hôtel calme la nuit et le problème vient de l'utilisation des ascenseurs. Certes des travaux étaient engagés mais le temps d'attente parfois était extrêmement long, même si nous étions en vacances.Cet établissement se situe dans un bâtiment qui abrite de nombreux commerces, intéressant parfois.Nous y avions déjà séjourné en 2014.Globalement très bien.","Date of stay: October 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Bon hôtel bien situé","Hôtel bien situé à Windhoek qui se trouve dans une galerie marchande et en centre ville. Il dispose d'un parking mais l'accès n'est pas aisé (le parking se trouve derrière l'hôtel, de l'autre coté du pâté de maison). Hôtel de chaine (avec cars de touristes) qui présente peu de charme mais qui dispose de tout le confort nécessaire. Les chambres sont sympathiques et confortables. Le restaurant buffet est assez complet mais les prix sont élevés. Petit déjeuner de qualité avec un choix très satisfaisant. Normalement vous disposerez de la Wifi, en fonction des aléas du jour.....","Date of stay: August 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Excelente hotel céntrico","El desayuno es fantástico, hasta con zumo de naranja natural, muchos frutos secos y gran variedad de todo. Las habitaciones son grandes. Todo muy limpio y bien situado para todo. Lo único malo es lo lento d l ascensor. El wifi funciona muy bien","Date of stay: August 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Good location and price","The location and the price is good.There is an adjacent shopping center which is very convenient.The staff is nice.The Elevators are stuck from time to time.The internet is slow and sometimes it is stuck.The shower can be improved.","Date of stay: July 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Avani Hotel"
"Newish...","I stayed at the Kalahari Sands Hotel a few years ago and remember it being rather dated, smelly and the elevators were built by Otis himself.The Avani, on the other hand, is none of those things - except perhaps the slow elevators. The room was modern, comfortable and well appointed and the buffet at the hotel restaurant was pleasant.I'd definitely go back.","Date of stay: September 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Spacious, comfortable and impressive service","I received great hospitality and quality service at Avani Windhoek. The staff is friendly and always ready to assist. The guest rooms are large and with modern finishes. Beautiful views are an order of each day !Bravo!!","Date of stay: January 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Buenas habitaciones y muy buen desayuno","Llegamos por la noche y el problema es que no tiene puerta a la calle sino que se entra por un centro comercial. El llegar de noche desmerece al hotel porque esta lleno de prostitutas y da un poco de miedito. El parking esta vigilado y es gratuito, te sellan el ticket las veces que entres.Ya una vez dentro esta muy bien. Las recepcionistas encantadoras y muy amables. Wifi gratis en las habitaciones.Las habitaciones grandes con un bano bueno con ducha y banera.El desayuno excelente con muchas cosas para elegir y muy atentos.","Date of stay: April 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Avant Hotel","Nice rooms, good views of town, great location right downtown.  Casino, restaurant.  Located in building with shopping center and other shops.  Convenient. rooms large, well appointed, comfortable, convenient.","Date of stay: March 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Could not ask for more.","Centrally located ideal for business and sight seeing in a city that offers so much.The Avani Windhoek provided me with great service, great amenities and friendly staff that made my stay memorable for all the right reasons.","Date of stay: January 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Buena relación calidad precio","En El Centro de Windoek. El hotel es confortable y con habitaciones amplias y silenciosas. Se encuentra en el interior de un centro comercial barato, y su acceso le quita categoría al hotel. Desayuno correcto y variado.","Date of stay: December 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Well maintained but pricey","A well equipped hotel where everything works well with a pleasant staff the evening buffet was reasonably priced but overall the property was a little overpriced well located with free parking and excellent wifi","Date of stay: November 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
