"Name","Review Content","Date","Rating","Hilton Hotel"
"Good location, nice service","Very nice hotel with helpful staff. We had a standard room, which was comfortable in size, but had one major minus: no wall between the room and the bathroom! As a Finn I’m totally OK with nudity in the sauna and going skinny dipping in a lake, but I definitely want my privacy in the bath! No to recommend. Otherwise accommodations were good and the bed comfortable. The hotel has a rooftop bar, swimming pool, gym and spa. The skybar is great for sunset drinks.We only had breakfast at the hotel, but there is both a restaurant and a wine bar. Breakfast was tasty and very comprehensive.The hotel is located very near major sites like the Independence Memorial and the Parliament.","Date of stay: January 2020This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Poor Standards ","This is my second stay at the Hilton in the last 2 months and I must admit the service   is getting worse. The water heating was not working and I had to take cold showers. Despite my compliant no one was interested to fix it. The shower is also blocked and keeps flooding the bathroom floor.Every request is hard work and they need to take a note for someone else to do. Simplest thing like sending me the invoices by email was a struggle. I needed change for 100 dollar note and guess what .. they don’t have change and no one bothered to help. Last night in the roof bar, I noticed the staff washing the glasses by hands only. I am a Hilton member and this is the worst  Hilton I ever stayed in.I was polite to raise all my concerns to the manager and I hope someone will take actions very soon.","Date of stay: January 2020This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Hilton Hotel"
"Brilliant from A - Z","I had a fantastic experience at this hotel, starting with a very friendly driver who picked me up from the airport and whose name I have sadly forgotten. Friendly and efficient check-in, nice room, very clean and tidy. Great breakfast. Beautiful roof-top pool (sadly not heated during my visit). Sauna and Spa closed for refurbishment. Very approachable GM whom I met when he inspected the gym and surrounding areas. I look forward to staying here again.","Date of stay: June 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Great hotel","Very friendly and professional staff with excellent facilities including the Sky Bar. Very clean and has great vibes in a central walkable location. The breakfast selection is above average but could improve. The rest of the food is good in the restaurants in good although one was closed during my Feb 2023 visit.","Date of stay: February 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Experience to treasure","My stay at Hilton Windhoek was an experience not to forget. Ever improving service both in room and executive lounge. My diamond Hilton status has always been honored with complimentary upgrades.3 nights felt very short!!!","Date of stay: February 2020This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Great hotel for stopover.","Perfect place for a couple of night stopover. Rooms were big, place was perfectly clean, staff were very friendly (without exception). Sky bar was great. Executive Club was pretty small with limited choices at breakfast. Saw a few arrive then leave for the main buffet restaurant.  Good, safe location. Not much to do in Windhoek so will probably not be back but would stay here again if we did.","Date of stay: February 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Don’t bother","Don’t bother. There’s a reason why none of the guidebooks say stay in Windhoek for any length of time! We had to have an extra night here on our way home from a holiday in Namibia. We’ve stayed in lots of Hilton’s and lots of great hotels. Sadly this is not one of them. Great, friendly staff. Truly appalling awful breakfast. Avoid","Date of stay: August 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Hilton Hotel"
"I am so disappointed by Hilton. what a shame!","I booked a room at Hilton well in advance (1 year before) and I just made a mistake with my computer to book it (april 29th instead of 28th 2017). I tried to change it immediately, 2 minutes after. Impossible. I tried to call them 4 times + 2 emails without any answer. After a last e-mail, Hilton answered me that nothing is possible without proposing a solution. I am very very disappointed by this so poor service and understanding. Even with low cost companies like easyjet, it is possible to modifiy within 24 hours. That why I don't recommand at all to book Hilton, it is not a luxury hotel, providing services and comfort. I will choose another and better hotel than Hilton for my stay in Windhoek.","Date of stay: January 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Hilton Hotel"
"Great Stay","I stayed at this hotel for 3 nights while in Windhoek for work. The hotel is very nice, if a bit pricey.The pros: the location is great, right in the center of Widhoek and about a 25-30 minute drive from the airport. The WiFi was slow occasionally, but mostly worked well. There is a gorgeous rooftop pool and bar, which offers great views and is a good place to hang out after a long day. The breakfast in the restaurant is pretty good, nothing out of the ordinary but still a great way to start the day. The gym is small, but it has enough equipment to get a decent workout in.The rooms themselves are nice, clean and spacious. The same is true for the bathrooms. The bed is very comfortable.The only cons I experienced in my time there were that there are only 3 elevators, so you can wait a few minutes until one is available (particularly if one is out, as was the case for part of my stay). There was a line when I was checking in, so that took a little while, but the service from staff was otherwise great. The restaurant was good for breakfast, but only okay otherwise. There are a lot of other fantastic restaurants nearby, so I might suggest exploring those during your time in Windhoek. The hotel was a bit pricey, but to be expected for a hotel this nice.The cons are all minor, however, and I definitely would stay here again during my next trip to Windhoek. I would also recommend this hotel to anyone going!","Date of stay: September 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"No room at the inn","We booked and paid 2 weeks ago and on arrival are booted out for a group. Happens fairly often according to receptionist. Completely unacceptable. We are in a foreign country without a hotel room. Their solution is a room in A hotel 20km out if town. Flabbergasted that a Hilton can do this.","Date of stay: February 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Hilton Hotel"
"Probably the best option in Windhoek","Really nice modern hotel, though I've spent lots of time in Africa and my expectations are moderated therefore -those who have only spent time in SE Asia, US and Europe may be less impressed!  It's a nicely designed and striking building right in the heart of this small and pleasant city.  You can walk to shops, cafes etc which seems perfectly safe in the daytime at least.  The hotel must be only a couple of years old, though showing some signs of wear (pool tiles, crack on side of bath, stained room carpet) already so they need to keep up to speed on maintenance to stop the slide.  Staff are nice and professional.  Room was big, modern and very comfortable.  Breakfast was one of the best I've had anywhere.  Extras were not expensive, eg a coffee and huge slice of cake on the outside terrace for about £4.50.  My Hilton gold card gave me 'free' internet and access to the lounge for usual drinks and snacks -without this it would have been less good value.  I visited a few other WIndhoek hotels, this seemed the best by some margin.","Date of stay: November 2012This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Nice hotel in the city","I was supposed to have 2 nights, but my flight was cancelled,. so I only got one. This is a very nice hotel within walking distance to about anything you would want to see in Windhoek. They also have an airport shuttle, which I used.","Date of stay: October 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"整體而言還不錯","早餐有現打果汁，覺得這個最棒！我們房間裡的浴缸是開放式的，如果像我們是商務旅行，和不是很熟的室友住，有人可能會覺得尷尬。","Date of stay: July 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Worst customer care experience","I advance booked for transport to and from the airport. They say check-in is 3 pm but I was made to wait for 2 hours as rooms were not ready. When we were given our keys at 530pm we were told to to our rooms as our bags will immediately follow. The porter wrote our room numbers on his hands and forgot to bring them. I had to call front desk after an hour and our bags finally came and the porter never even apologised. Seing that the hotel seems to be sleeping on the job, I made sure I had to verify the night before that I will be picked up at 6am on my checkout as booked. To my surprise I was only booked for pick-up and they had ommited to capture that I need to be dropped off! They then amended and said it's now fine your shuttle will be waiting for you at 6. Surprise the following morning,  no shuttle for my family of 4, no shuttle for another family of 3 and no shuttle for an individual lady, all leaving at 6am. After about 15 minutes delay all guests were agitated and asking the front desk guy who kept saying it will be sorted, we were now literally shouting at him and he just stood there helpless after phoning Hertz. The shuttle came at around 620 and we all fought to get in it was messy. The Hertz driver (Innocent) was at least helpful and called for another shuttle, trying to save the situation created by the hotel. We were rushed to the airport in dead silence as everyone was angry. As we were late, we had to rush through departure formalities breathlessly and in the commotion I lost my travel neck pillow! This was my worst experience at any hotel and Hilton Windhoek needs to improve their customer care and logistical arrangements so as not to tarnish the Hilton brand.","Date of stay: December 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Hilton Hotel"
"Great Stay","I stayed for around 2 months. Well equipped hotel with friendly staff. Enjoyed the executive lounge access. Roof top bar, swimming pool and gym. 2 in-house restaurants and casino in the basement. Over all, good experience.","Date of stay: August 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"My last stay at hilton windhoek","I am extremely pleased, for having once again experienced the marvels of hilton windhoek, it was nothing but an awesome experience.  What else can we expect from the hilton brand if not greatness? I highly recommend it.","Date of stay: November 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Lugar céntrico confortable","Limpio, acogedor personal muy amable. Dificultad que no hablan el español o el francés. Las instrucciones solo son en ingles y alemán.  El servicio de taxis, es de  facial acceso. El internet es bueno y de facial acceso","Date of stay: February 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Wonderful family experience at the Hilton - Windhoek","My family had a wonderful holiday experience at the Hilton Windhoek. We spent a few days there while we moved between Erindi and Swakopmund. The accommodation was excellent and the staff very accommodating and professional.  Special mention must be made of Vivian in the Executive lounge, he was a wonderful host and provided excellent service. The Hilton in Windhoek is definitively the best accommodation experience in the Windhoek","Date of stay: July 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Best in Town... but...","This hotel is well located in the center of town.  It does not have too much competition from other international hotel chains, so its standards do not need to be so high.  It is already the best available in town, but don't expect the usual Hilton 5 star standards!","Date of stay: October 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"""Faulty Towers"" in Namibia","Booked two King Hilton Deluxe Rooms and paid in advance. Received an e-mail confirmation regarding both booking stipulating check-in time is at 14:00. We arrived at 17:40 and was informed that the rooms were not ready? Were offered two standard rooms ( a downgrade) by Victor but with lounge access if we would like to check in as it could be a while before the deluxe rooms would be ready. Accepted the option to check in immediately as it was then nearly 18:00.No welcome letter or water or any recognition for a loyal Hilton Honours member in the room. Room was in a poor condition. Seem that someone was on the bed after the room was made up. The telephone did not work, the fridge door did not have a handle and the desktop light was broken. Informed the front desk and maintenance suggested a room change after their inspection. Eventually received a King Hilton Deluxe room that I booked at 21:00. At 21:20 someone else attempted to get access to the room. This person was also booked in the same room.Executive lounge very small and not on the same level as the lounges as other Hilton Hotels. Very limited food and drinks offering. The attendant also does not replenish wines when it is finish. A group of young tourist quickly finished the only two bottles of red wine that were put out and it was never replenished.  When my room was  changed at 21:00 people were still checking in and were told about their lounge access and directed towards the lounge, but everything in the lounge gets packed away at 20:00. What a joke. It seems that the one hand does not know what the other hand is doing! Can just imagine what breakfast will be like tomorrow morning. Will definitely not stay here again. Overprized, unorganised and just plain pathetic service! This hotel is a blemish on the Hilton name.","Date of stay: February 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Hilton Hotel"
"Hotel moderne et confortable","Cet hôtel situé au centre ville de Windhoek est une halte confortable dans un décor à la fois contemporain et cosy . Nous y avons passé une nuit à notre arrivée en Namibie, le 23 avril .Le hall d'accueil, vaste et lumineux, invite à la détente avec ses canapés et fauteuils dans des tons neutres et raffinés .La chambre exécutive, dans des tons de beige et de jaune mordoré, était de bonne dimension . Elle était à la fois moderne et cosy avec sa méridienne et son lit king très confortable . Dans les rangements généreux de l'entrée on trouve le coffret de sécurité ainsi qu'une table à repasser et un fer .La grande salle  de bain, toute de bois, verre, carrelage et jeux de mosaïques, se présente comme une sorte de couloir, avec d'un côté, une grande baignoire et une douche séparées , tandis que de l'autre trône le lavabo surmonté d'un grand miroir . Au fond, se trouve une toilette indépendante . Cette salle de bain, moderne et agréable, est équipée d'un miroir grossissant . Inutile d'y chercher le sèche cheveux puisqu'il est rangé dans l'un des tiroirs du bureau de la chambre . Cette dernière est équipée d'un écran plat et de wifi ( payante) .Le ""Skybar"" situé sur le toit, autour de la piscine, est agréable mais comme il faisait froid on a préféré boire un verre au ""Kalabar"" situé sur la mezzanine et où les profonds fauteuils de cuir sont confortables .On a mangé au restaurant l'Ekipa où un buffet, copieux et varié nous a donné le choix entre différentes salades et crudités, des grillades de poissons ou de viande ( l'agneau était excellent ) et de bons desserts comme, par exemple, des morceaux de banane enrobés de chocolat craquant .Le petit déjeuner, servi lui aussi à l'Ékipa, se présente sous forme d'un buffet avec fruits frais ( ananas, raisins, fruits de la passion ) , œufs ( durs ou omelettes), charcuteries (saucisses, jambon, bacon etc.), pains, céréales et yaourts . On peut aussi goûter à la semoule collante de maïs ( pap) qui est l'un des plats de base de la cuisine namibienne .Nous n'avons eu aucun problème de service, ni au bar, ni au restaurant, ni à la réception . En résumé une excellente adresse pour une étape dans la capitale .","Date of stay: April 2014This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Nichts zu Bemängeln","Perfekte Lage und eine herrliche Aussicht. Der Pool ist zwar eher überschaubar - aber es ist trotzdem witzig vom Dach über die Stadt zu sehen. Poolbar beim Sonnenuntergang ist sehr zu empfehlen. Zimmer war geräumig und makellos eingerichtet, das Bad sehr geschmackvoll.Frühstückbuffet und auch Abendessen einfach gut.Sehr gutes Service.","Date of stay: April 2013This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Designer Hotel","Das Hotel ist erst vor einigen Monaten eröffnet worden. Es liegt sehr günstig. Man kann die Stadt zu Fuß erreichen. Im obersten Stock gibt es einen kleinen Pool mit Bar und einer wunderbaren Aussicht auf die Stadt. Es gibt eine Tiefgarage, sodass man den Mietwagen unbesorgt dort abstellen kann (gegen Gebühr). Gewöhnungsbedürftig sind die modernen Zimmer. Es gibt keine Türe zum Bad, dadurch wird der Mitreisende gestört, wenn einer früher aufstehen und sich duschen möchte. Lediglich das WC ist mit einer Milchglasscheibe abgetrennt. Angenehm war, dass man sich im Zimmer Kaffee und Tee selbst zubereiten kann. Da wir die Mahlzeiten bei Freunden eingenommen haben, kann über das Restaurant nicht berichtet werden.","Date of stay: December 2011This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Super Hotel - Mega rooftop Pool und Bar ","Wir waren am Ende unserer Namibia Reise eine Nacht in Hilton, und hätten wir vorher gewusst was uns erwartet, wären es definitiv 1-2 Nächte mehr gewesen! Ein schönes Hotel, super freundliches Personal, wir konnten ohne Probleme bereits um 12 Uhr mittags auf s Zimmer, wlan super schnell, toller Pool, 60 Minuten ganz körpermassGe für umgerechnet 40 Euro, eine der besten Massagen die ich je hatte! Tolle Lounge Musik und Laufband im Fitness! Was will man mehr? :)) Ach ja eine sundowner auf der Dach Terrasse ! 🤗👏🏻5 Sterne ! Danke.","Date of stay: February 2020This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Great hotel😁","Excellent in every way! Room was extremely comfortable and well laid out! Executive lounge was expertly run and had delicious food options! Staff was amazing!Location was perfect for exploring the hook!","Date of stay: August 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Average for a Hilton but fine for a night","Easy to find from airport.Room spacious, clean, modern bathroomBreakfast ample choice & quality.Friendly, efficient receptionistSmall pool on roof terraceLounge ok, evening canapés & drinks provided","Date of stay: April 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Hilton Hotel"
"Première et dernière nuit de notre trip en Namibie ","Première et dernière nuit dans notre trip en Namibie .Parfait pour se reposer , le restaurant et le petit déjeuner sont de très bonnes qualités .J’y retournerai avec plaisir .Sans oublié la gentillesse du personnels","Date of stay: February 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Nice 2,5 stars hotel","As usual Hilton - Hilton is Windhoek is centrally locates clean and new 2,5 stars dormitory. Rooms are spacious without all useless facilities such as hot water, fast internet, minibar or sound isolation. If you need some help from the staff (for example tablet of paracetamol or adaptor for charging you phone) - staff will send you very very far away but with sweet Namibian smile 24 hours per day ... if you really want to have nice time in Windhoek - stay far from Hilton ... as far as you can","Date of stay: December 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Hilton Hotel"
"Theft in Windhoek Hilton","I had a very unfortunate experience in Hilton Windhoek:  I left my travel wallet including my passport and travel money in the hotel safe (Room number 317 to be exact) and departed for Erongo Wilderness Lodge.  Upon arrival in the Lodge, I found out about the mishap and immediately contacted my travel agent.  I was informed that the wallet was found and it was returned to me on the way to the next destination.  Unfortunately 200 USD was missing from my wallet although there was cash remaining.  I immediately informed the travel agent who confirmed that they had received the amount I had found when the wallet was returned.  The travel agent later informed me that she had watched the security footage at the time the wallet was handed over to the hotel management and everything looked in order.  Naturally there was no footage from the time the wallet was collected from the safe.  Therefore, whatever happened in the interim remains unknown.  Although hotel management acknowledged the situation they claimed they could do nothing.  I try to understand this from their perspective (whose word against who).  On the other hand, as a guest who has spent a significant amount of money on this travel, I would not be in a position to lie about 200 USD and the hotel management should be able to empathize with this fact.I am writing this review, as this incident may happen to other guests and hurt people on a larger scale.  I think it is super important to take these feedback from your guests to dive deeper into the problem and avoid any future issues.  Regarding other amenities in the hotel, all was in order and I do not have anything else to complain about.  Especially the breakfast staff was very hospitable and kind.  The breakfast and specifically fresh juices were amazing.","Date of stay: August 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Hilton Hotel"
"Overbooked, they do not take  rally care or try to give compensation","At arrival (13.06.) we were told that the hotel was overbooked (from other people out of Windhoek we heard it happens very frequently). The people at the reception were entirely useless...they just stated they booked an alternative in the country club. When I insisted to see somebody from the management, they sent the IT manager who apologized but did not come up with an adequate proposal for compensation.He told me they would come back to me with a proposal for a compensation and would take a certain part of the charge of the other hotel.Nothing happened: no message, no apologies.Stay away from this hotel. Their policy is overbooking and the competition in Windhoek allows them to do so...","Date of stay: June 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Hilton Hotel"
"Hilton Windhoek","Wunderschönes Hotel in super Lage ! Der Ausblick von der Terrasse ist bei Sonnenuntergang einmalig. Das personal war sehr Behilfsam, sogar ein early check-in morgens um 9 Uhr war absolut kein Problem. Das Hilton Hotel liegt mitten in der Stadt in einem neunstöckigen Gebäude. Es bietet eine ideale Lage, um Behörden, Finanzinstitute und kulturelle Sehenswürdigkeiten schnell zu erreichen. Das Hotel bietet für nur 350 Namibian Dollar einen Airport Transfer zum Flughafen an was genauso viel kostet wie ein Taxi, aber dafür fährt man in einen neuen komfortablen Hertz Limousine und wird man nicht vom Taxifahrer abgezockt.","Date of stay: December 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Trotz gravierender Servicemängel besseres Hotel im Herzen von Windhoek ","Das Hilton war unsere letzte Unterkunft nach einer 3 wöchigen Rundreise durch Namibia vor dem Rückflug. Aufgrund des Namens und der 5 Sterne Klassifizierung und des damit verbundenen Preises waren unsere Erwartungen entsprechend hoch. Sie konnten aber nur teilweise erfüllt werden. Der Check in verlief schleppend und war von leichter Arroganz geprägt. Gut war aber, dass man das ansonsten teure kostenpflichtige WLAN im Zimmer dadurch ""geschenkt"" bekam in dem man Mitglied des Hilton Programms wurde. Man machte uns klar, dass wir ja nur (!) ein Standardzimmer gebucht hätten und dass man für das Kind noch ein Zustellbett in das Zimmer stellen müsse ( Hinweis: das war in der Buchung mit 2 E und 1 K bereits angegeben). Obwohl das Housekeeping gleich informiert wurde, war auch 5 h nach dem Einchecken immer noch keines gestellt. Unser Hinweis an die Schokolade verteilende Mitarbeiterin wurde insoweit Rechnung getragen, dass wir nach dem Abendessen vor(!!!!) unserem Zimmer das (  nicht bezogene ) Zustellbett vorfanden. Es ist unseres Erachtens ein Unding, dass man in einem 5 Sterne Hotel der Hilton Kette ein Zustellbett selbst reinrollen, Möbel verrücken und das Bett selbst beziehen muss. Das ansprechende Zimmer selbst war im 8. Stock belegen und bot eine schöne Sicht über Windhoek. An der Sauberkeit gab es nichts auszusetzen. Was aber auffiel war, dass trotz der 3-er Belegung nur ein Bademantel im Schrank hing. Eine Etage höher auf dem Dach war das Highlight des Hotels, der nette gut temperierte Infinitypool mit der Skybar. Kleines Manko hier: nirgendwo war ein Hinweis wie man an die Poolhandtücher kommt. Die Bar war mit einer Servicekraft auch unterbesetzt. Das dort angebotene Essen (Burger, Pizza, Sandwich und ähnliches) war preislich und geschmacklich in Ordnung. Der von dort gebotene Blick über Windhoek war etwas getrübt durch  die Großbaustelle direkt vor dem Hotel, was man dem Hilton aber natürlich nicht anlasten kann.Das Themenabendessen im Restaurant des Hotels - war ein Buffett - (Tintenfisch, Würstchen und Steaks wurden a la minute zubereitet), welches in (!) der Küche aufgebaut war. Es war nicht überragend, aber ordentlich, der Service war vergleichbar. Preislich war es noch in Ordnung.Das Frühstück war umfangreich und schmackhaft, es fehlte aber der letzte Kick, was aus einem guten Frühstück ein sehr gutes macht. Positiv zu nennen sind die frisch gepressten Säfte auf Wunsch. Der Check out verlief unproblematisch, Bordkarten wurden anstandslos und kostenfrei gedruckt. Die Hotelgarage war zwar kostenpflichtig, aber preiswert. Aber auch am Abreisetag mussten wir auf die Gepäckabholung 15 min warten. Fazit: der schöne Pool und das akzeptable Zimmer machen Servicemängel nur teilweise wett. Von einem Hotel der Hiltongruppe sollte man mehr erwarten dürfen. Zu empfehlen sind Zimmer in den höhergelegenen Etagen.","Date of stay: August 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Hilton Hotel"
"EXPERIENCE WITH HILTON","highly disappointed with Hilton Windhoek, despite my effort to ensure that our shuttle was booked and availed on time, we still had problems on the day of arrival and departure. The hotel was not clean to my satisfaction, i spent the whole week in Hilton and my bedding was never changed, the water spills were left to dry and never wiped, i left the room when they were still there, which was evidence that the cleaners are not thorough with their job.","Date of stay: July 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Hilton Hotel"
"Well situated and comfortable ","The Hilton in Windhoek is very well situated in the city with easy access to Parliament gardens and the Christuskirche. The hotel staff is extremely friendly and attentive. The SkyBar on the 9th floor has amazing views over the city and to the mountains beyond. Very nice for sunsets. The executive lounge is also nice and Vivien and Willard were great hosts. They will easily help with reservations at restaurants and the concierge downstairs also can arrange transport to restaurants. Just be sure to agree pricing ahead of time.","Date of stay: May 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Auf der Dachterrasse vom Schreck erholt","Das Hotel liegt im Stadtzentrum und vieles lässt sich gut zu Fuß erreichen. Wir hatten das Pech, dass wir 150 Meter vorm Hotel für zwei Räuber interessant wurden (das gehört auch zur Innenstadt), da saßen wir noch im Auto. Deshalb unser Rat:immer Zentralverriegelung! Wir hatten sie nämlich nicht benutzt und schwupps war die Tasche vom Rücksitz weg. Allerdings war ich auch - schwupps - vom Beifahrersitz abgeschnallt, stand gleich hinter dem Räuber und habe sehr mit ihm geschimpft . Daraufhin ließ er die Tasche fallen. So etwas kann man in Namibia wagen, niemals in Südafrika (da dort die Überfälle viel gewalttätiger sind, und man schnell ein Messer am Hals haben kann). Insofern gab es ein glimpfliches Ende, der Räuber war erschrocken, ich irgendwie auch. Wir fuhren ins Hotel (sehr schöne, saubere Zimmer) und dann auf die großzügige Dachterrasse. Dort kühlte ich mich im Pool ab, nahm auf den Schreck einen Sundowner und war sofort mit der guten Aussicht und dem tolle Ambiente versöhnt. Nein, der kleine Bandit hat uns die Laune nicht verdorben. Aber die Standpauke, die hat er verdient :)","Date of stay: January 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Hilton Windhoek","Great location, very safe area and clean. The staff are very helpful. the hotel has great facilities for guests to use. nice views overlooking Windhoek. Great if you want to take walks in a clean and safe environment with great land features","Date of stay: November 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
