"Name","Review Content","Date","Rating","Mercure Hotel"
"Enjoyable venue with a beautiful pool area and within easy reach of surrounding pubs and restaurants","I really enjoyed my stayIt's a really nice venue with beautiful viewsI found the staff Friendly and Courteous and always happy to assistI enjoyed the new items on the revamped restaurant menuThere is a well equipped gym with a nice view on the poolAnd a beautiful pool and pool area to relaxLooking forward to my return","Date of stay: January 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Mercure Hotel"
"Ideaal als start of eindpunt","Leuk groot hotel met luxekamers en budgetkamers. Kamers zijn ruim en netjes. Het hotel ligt iets buiten het centrum van Windhoek maar men voorziet in een gratis pendelbusje dat op regelmatige tijdstippen naar de shopping mall en het centrum rijdt.Vriendelijk onthaal, behulpzame receptie.  overige staff iets norser. Het hotel beschikt over een zwembad en sauna en hamam, gratis ter beschikking van de gasten.Ontbijt in buffet is zeker ok, met ter plaatse gebakken eitjes.Restaurant iets minder.Goeie degelijke wifi","Date of stay: October 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
"Ruhig gelegenes, jedoch nicht zentrales Hotel in der Hauptstadt","Ich übernachtete mit meiner Reisegruppe für eine Nacht in diesem Hotel in der Hauptstadt Namibias am ersten Tag unserer Rundreise. Mein Zimmer befand sich in einem separaten Gebäude etwa 300 Meter vom Hoteleingang entfernt. Vor dem Zimmer befand sich direkt ein zum Zimmer zugehöriger PKW-Parkplatz. Die Zimmertür selbst ist eine einfache Holztür, welche nicht dicht und schallgeschützt ist. Somit konnten Ameisen in mein Zimmer laufen und waren überall auf dem Boden verteilt. Das Zimmer selbst ist wie in den 60er / 70er Jahren ausgestattet, mit einer Sitzecke, welche jedoch aufgrund der Sauberkeit leider nicht zum Verweilen einlädt. Auch der Tisch war nicht abgewischt und Krümel befanden sich noch darauf. Die Vorhänge wurden längere Zeit nicht gewaschen und die Stand-Klimaanlage habe ich lieber aus gelassen, da diese auch sehr verstaubt war. Das Zimmer selbst war schön groß und die Betten gut, habe gut geschlafen. Auf dem Zimmer befindet sich ein Rucksack-Fernseher mit zwei deutschen Sendern. Das Bad ist einfach ausgestattet mit einer älteren Duschkabine und dunklen Fliesen. WLAN ist nur im Hauptgebäude in der Lobby kostenfrei verfügbar. Das Frühstücksbuffet ist relativ überschaubar, Kaffee wird mit einer Haushalts-Kaffeemaschine für alle Gäste gekocht und nur auf Nachfrage gereicht. Die Säfte sind mit Wasser aus einem Sirup gemischt und richtig süß. Richtig satt bin ich leider nicht geworden zum Frühstück. Die Freundlichkeit der Mitarbeiter ist auch verbesserungsfähig. Für eine Nacht war es in Ordnung.","Date of stay: March 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Mercure Hotel"
"not happy","We only right this review to hi light the poor service and attitude of the staff. We had booked this room from Australia thru Qantas. When we arrived to check in we where told there was no booking even when we had a booking Number and confirmation number. We requested to talk with the manager who was belligerent at best we advised this booking was made thru Qantas and was a very reputable company to which the manger said flippantly never heard of them. Our only recourse in her eyes was to buy another room. Very poor form at an international hotel complex. The room quality was very poor and the breakfast was poor. Tables left cluttered from other dinners and a lot of missing cutlery  when we did get somewhere to sit. Overall this was a very poor experience.","Date of stay: October 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Mercure Hotel"
"A fine hotel","This hotel might not be competing for best hotel in Namibia but is is fine for what it is. Comfortable big rooms with a clean bathroom is really all you need when your arrive or leave Windhoek and this hotel has all that. It is nothing special but perfectly fine. We didn’t use it but I understand that they also have a shuttle as it is a bit far from the town center.","Date of stay: May 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
"Für eine Nacht ok","Nichts besonderes, aber für eine Nacht ok. Zimmer, obwohl schon etwas in die Jahre gekommen, sauber und gepflegt.Frühstück mit allem was man braucht. Abendbuffet hatten wir (als Gruppe) im Safari Court Hotel. Sehr zu empfehlen.Kostenfreier Shuttle Service zur Innenstadt. Avis Autovermietung direkt neben dem Hotel.Das Personal machte auf mich im Safari Court Hotel einen freundlicheren Eindruck, war im Safari aber auch akzeptabel.Alles in allem für einen Anreise- oder Abreise-Tag in Ordnung.","Date of stay: April 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"never again","Schlechtes Hotel für namibische Verhältnisse. Das Safari Court ist um Welten besser! Unfreundliches Personal an der Reception und bei Problemen wills niemand gewesen sein. Wir wurden zuerst im falschen Zimmer untergebracht und wurden dann im Hotelzimmer selbst beklaut während wir beim Nachtessen waren. Auch da gibt es keine Hilfe vom Hotel. Safari Court ist super für eine Übernachtung - Safari Hotel nein danke.","Date of stay: August 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Mercure Hotel"
"Shocking","Had no hot water either in the evening nor the morning. Had no bed covers. Second storey room with no lift, with no offer of assistance from any staff. Everything in the room/complex way past sell by date. Reception area creates a false impression of what the hotel is really all about. Personally took up the issues with the manager and the assistant manager upon check-out - total apathy regards our complaints. The manager even had the audacity to state that he sleeps in one of same rooms and also did not have hot water and that they cannot get a plumber to repair the problem over a weekend - well why were then then dishonest and not inform us of the issue upon check-in. Any decent establishment would have at least have apologised or offered some sort of discount - not this establishment","Date of stay: July 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Mercure Hotel"
"Night of cockroaches at Safari Court- windhoek","I stayed at Safari Court , Windhoek, Namibia,3 nights and checked out today. The 1st and the 2nd night was a nightmare, with cockroaches allover my bedroom. Even though I reported it the first day, nothing was done until I called a night staff, on day 2, to witness the cockroaches I killed. Then only did they spray with doom. No formal apology was made, instead it seemed as if I was nagging them. Very bad experience. The restuarant made up a bit with a great hospitality and kindness while having breakfast and dinner.","Date of stay: April 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Mercure Hotel"
"Trapped in a time warp","Reminds me if the motel Bruce Willis holes up in in the film pulp fiction. 1960's style road trip motel rooms with curtains to match. Tv works on cathode ray technology and headboard has a built in radio that doesn't work. Wifi rationed with little tokens of 500mb at a time, staff moderately interested in your welbeing.  Clean enough and novel, but pretty impersonal you're probably better off in a bnb.","Date of stay: February 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"An- und Abreisehotel und schnell weg","Die Zimmer sind ausreichend groß. Leider war der Strahl aus der Dusche nur sehr dünn. Es gibt auch deutsches TV, jedoch waren die meisten Programme im Schnee zu sehen. Die Rezeption ist freundlich und schnell.Wer jedoch das Restaurant nutzen muss, und das machen die meisten recht großen Reisegruppen, der erlebt am Büffet so mache Überraschung. Vieles ist leergeräumt und es kommt selten etwas nach. Wir nahmen a la Carte, die Preise sind o.k., jedoch war das Steak in einer grausamen Qualität. Die Bedienung kannte die Probleme und hat uns netterweise mit etwas Süssem entschädigt.Der Pool ist überlicherweise kalt. Der Service im Außenbereich hatte es leider nicht nötig gebrauchtes Geschirr weg zuräumen oder Scherben vom Boden zu beseitigen.","Date of stay: October 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Mercure Hotel"
"Had to move me 4 times to a habitable room","The first room allocated on arrival, fridge didn't work, aircon broken, not clean.Gave me another room, basin drain blocked, toilet seat damaged, power went off at 6:35 am, then water as well.  Reported blocked drain and toilet seat.  Arrived back after a day's work to find nothing repaired, drain still blocked, and drinking glasses left dirty.After complaining, they gave me yet another room, fridge didn't work, aircon broken, dirty glasses.After speaking a manager, was given yet another room in the ""business class"" building - much better, but glasses still dirty, and fittings very old.  At least drain not blocked, and toilet seat OK.This hotel is evidently owned and run by a Mrs Spies, a charming lady whom I met on my last stay in the Safari Court hotel next door.  She really needs to find out what is going on in this wreck of a hotel.  I am paying top dollar for three nights, and this has been a real disaster.  I'm OK now in the ""business class"" room.","Date of stay: September 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Mercure Hotel"
"Good hotel with ""tired"" rooms","We stayed as part of a tour group. The hotel is in spacious grounds with a swimming pool and has a very nice dining room and bar. However the room we were given was old and tired. It really could do with a revamp and be brought into the 21st century. The food was very good and the bar is good but beware if you ask for a glass of wine as you get given a carafe which is +/- 2 glasses. You don't get asked if you want it - you just get given it. The service was very friendly and the stay overall was not bad but work needs to be done to the rooms.","Date of stay: May 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Erholsame Tage","Die ersten Tage unseres NAMIBIA-Urlaubes verbrachten wir hier.Freundliches und hilfsbereites Personal empfing uns an der Rezeption, die etwas entfernt gelegenen Zimmer waren groß, geräumig und auch sauber.Alles sah total renoviert aus.Neben eine Kaffee- und Teebar gab es einen Kühlschrank, Föhn.Ein Manko war die altersbedingte Klimaanlage, die lärmed den Raum kühlte.Mit einem Shuttle war es sehr bequem in die City von Windhoek zu gelangen, so hatten wir in der City keine Parkplatzprobleme.Vom nahe-gelegenen Airport EROS hörten wir keinen Fluglärm.","Date of stay: December 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
"Was jetzt?","Auf Tripadvisor habe ich leider keine Möglichkeit einer Kontaktaufnahme gefunden und schreibe hier allgemein meine Bewertung - über Tripadvisor:Liest man die Bewertungen etwa vom SAFARI HOTEL in WINHUK/Namibia, ist die Gemütsstimmung zwischen ""da muss ich hin"" bis ""Hilfe, da soll ich wohnen""!! Eine derartige Spannweite der Empfindungen von sauber oder dreckig bzw. sehr nette Bedienung und unfreundlich, hilft niemanden. Damit erntet man im Vorfeld einer möglichen Buchung nur Kopfschütteln und Unsicherheit. Ich habe die Idee hinter einer Bwertungsplattform schon verstanden - aber so etwas ist NICHT HILFREICH. Gibt es da keine Kontrolle oder Agents, die verlässlich ihre Komentare posten oder zumindest verlässliche Stichproben machen.Ich weiss heute nicht, was mich am Freitag früh erwartet: Helle Freude oder blankes Entsetzen. Somit kann ich Tripadvisor nur einen Stern geben. Schon alleine dafür, dass man nicht direkt eine Kritik an Tripadvisor schicken kann.","Date of stay: September 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Wonderful Stay","I booked two rooms via Amoma.com on the internet for a two night stay @ Safari Hotel Windhoek.  Little confusion at reception with our booking but Elizabeth sorted it out in no time.  The rooms were very clean and comfortable, the breakfast was 5 star quality and we enjoyed our stay at the Safari Hotel very much.  We make use of room service in the evenings and this was done speedy :)  You will see us again.","Date of stay: May 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
"Business - Hotel","Das Safari-Hotel liegt etwas außerhalb des Zentrums und ist etwas älter, jedoch sind die Betten sehr bequem, die Duschen haben einen guten Druck und der Pool ist sehr schön. Im Zimmer sind Safe, Fernseher, Föhn, ein Tisch + Stuhl, ein Wasserkocher incl. Tee und Kaffee und ein Kühlschrank vorhanden. Es gibt kostenloses Wifi, dies jedoch nur in der Lobby. Das Frühstücksbuffet ist sehr reichhaltig und den Preis definitv wert.","Date of stay: November 2014This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Good for conferences or big groups","I stayed at the Safari for five nights attending a conference and I found the overall experience very satisfactory. It is not my first time to Windhoek so I know that it has several good places to stay for a very reasonable price. Hence, the difference I see in the Safari is that it is well suited to what seems to be its two major group of clientele, conference participants and groups of tourists heading to or returning from the many tourist destinations in the country. Reception staff show a good degree of professionalism and courtesy but I think this behavior needs to be consistent. The girl who checked me in was actually quite aloof at first and was barely paying attention to me while I waited at the counter for nearly ten minutes to ask one simple question. This got me very angry and I was considering talking to management when this same girl responded to my requests very politely and in the most friendly manner just after about an hour. In terms of the amenities it is important to remember that the Safari actually is two hotels in one place. Apparently the Safari Court is the better one and costs slightly more than the Safari Hotel which is rather old and a bit cheaper. I stayed in the latter and all in all it is not bad. The most inconvenient thing about it for me was the key with its large key holder. I don't know how much it would cost to change to automatic digital locks from these old ones but I am sure it would make a lot of difference in improving the appeal of the hotel. If I were to decide not to stay at this place next time, it would certainly be because of the old locks and keys.  Food is not bad in the morning and for lunch when most things are fresh but the dinner menu seems to be taken out of the fridge and put on the buffet. The only consolation was that the standing chefs can make you great stir fried dish as you wait. Since you have choices between beef, chicken and game or even plain vegetarian this I think is the best bet. One other inconvenience I think may put off many people is the difficult internet connection. It rarely works in the rooms so you have to go to the lobby if you want to get a connection and even then it can be quite unreliable as the speed goes up and down frequently. Oh and one other thing. The room services. Dont try the room service unless you are desperately tired. It could take them anything between forty five minutes and an hour if at all they remember to come. I was equally disappointed when I was told that I can not get an iron and iron board to press my shirts for my meeting in the morning. What is more, they charge 3 USD if you want your shirt pressed (double if it is urgent). This, I think is totally unacceptable for a conference venue whose main clients are meeting participants that are very likely to need such a service. I believe it is wrong if the hotel is trying to make money out of such services. So in general my stay at the Safari was pleasant but not really outstanding. Would I stay here again? Only if I am attending a meeting there. Otherwise I am sure there are other equally good places in the city center.","Date of stay: June 2014This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"African States Bowls Tournament 8 - 14 September 2013","Seven African countries were invited to the above mentioned tournament whereby all stayed at the Safari Hotel (pax of approx. 75 athletes and management). Each and everyone was impressed with the rooms, catering and friendliness of the hotel personnel. Transport to the different sport venues twice a day by hotel busses was on time as arranged beforehand.","Date of stay: September 2013This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
"Quite nice dor the standard","We stay here just one night but the hotel looks clean and quiet ok. It is far from the city center but there is a shuttle bus (last call 18:00). So forget to go in the center of the city to spend the night, unless you have your car.","Date of stay: July 2012This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
"A splendid base for a safari-tour through Namibia","Among the Hotels in Africa where I've stayed , this stands particulary for it's wide quietness , enough confort required by European standards , good taste on the décors of entrance , lobby , caffe and external gardens & pool .  Quality of meals served in it's restaurant is average-good (european standards = superb in African standards)Rooms are O.K , though the A.C. a bit noisy , and the business center quite near - Safari Court .J. Lucena Gaia","Date of stay: November 2009This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
"Der absoulte Top Urlaub","Das Camp ist hervorragend, die achteckigen Zelte sind bestens ausgestattet. Hier gibt es einen fest gemauerten Waschtisch und gemauerte und getrennte DU und WC. Steckdosen, Schreibtisch, Moskitonetz, Terasse mit 2 Stühlen und Öllampe. Im Zelt gibt es eine Taschenlampe (da ab ca. 23. 00 Uhr-05. 00 Uhr kein Strom!) und eine Trillerpfeife für Notfälle. Außerdem gibt es einen Klingelknopf, damit man bei Dunkelheit und für Gepäckservice einen Massai rufen kann, dieser bringt die Gäste sicher zum Hauptgebäude. Das Camp ist unter deutscher Leitung, der Service ist super. Das Restaurant bot abends ein 4Gang Wahlmenue von sehr guter Qualität, das Frühstücksbuffet war umfangreich und ebenfalls sehr gut. Es gibt auch richtige Zimmer in Bungalows und neuerdings einen Pool mit Wellnessbereich. All dies ist direkt in der Wildnis (Steppe), ohne Zaun direkt neben den Warzenschweinen, Impalas und Erdhörnchen.","This review is the subjective opinion of an individual traveler and not of Tripadvisor LLC nor of its partners. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
"A Namibian Jem","I stayed one night at the Safari hotel , the next day I had a flight in a  small fixed wing plane to a dust runway in the middle of no where then I flew by helicopter for 1hour over the world famous ""skeleton desert "" to the offshore rig I was working on but that's another story .The Safari hotel is a nice complex I was living in a chalet type room, the room was clean , but after my epic flight from Spain to Paris , then a 10 1/2 hour over night flight to Joburg  , then a short flight to Namibia to Windhoek , then a 2 hour drive to the Safari hotel all I wanted was a shower and a change of clothes .Arriving at the hotel reception the formalities were very quick and the staff very professional .There was a big pool and bar at the Safari hotel side , a short walk over to Safari Court there they also have a pool and a gym.Everywhere is clean and tidy and the staff are always busy all over the safari complex .A couple of minors issues , I was given a wifi Internet code ticket but this was for only 2 hours after that you have to pay for more time .....WHY on 2 hours ?I was getting picked up the next morning so I asked reception to give me a early morning call at 6am , I didn't need the early call because a group of people leaving to go on a early morning Safari woke me up at 4am they had no consideration of others sleeping they were talking loudly with each other and on their mobile phones - this issue I discussed with reception during my checking out , they said they would pass on my concerns to their manager .But I don't want to be all doom and gloom , I would have liked to have stayed longer and the thought of going on a safari would have been a dream come true .The safari complex is well run , clean and good value for money  - there is a restaurant but I had a small meal sent to my room so I could watch the football on the TV  .There is a bar in the reception building and there are bars outside by the pool , the hotel has a free shuttle bus service for people who want to go to a near by shopping mall and Windhoek city centre .For the short time I was here I did enjoy my stay over the past 6 months I have stayed in hotels in 6 African countries and the Safari Hotel is by far the best , so well done to all the managers and staff  keep up the the excellent work you are doing and you never know maybe I will come back with my family for a Safari holiday .,,Thank you again and Good luck","Date of stay: April 2012This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Just for one night","We stayed at this hotel just the last night before our flight. The rooms are old, dated and not clean at all. I could still find some hair in the lavatory from cleaning lady or previous guest. The stuff is not nice and friendly at all. We had dinner in their restaurant and it was ok but nothing special. Next time I would choose some other hotel for sure.","Date of stay: August 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Mercure Hotel"
"Verbesserungswürdig","Ich weiß nicht, ob ich einfach Pech hatte oder es immer so ist. Desinteressiert oder ""Null-Bock-Mentalität"" bei den Bediensteten. Die Zimmer einfach Durchschnitt. Klimaanlage völlig verdreckt. Und riesige Veranstaltungen vom Government... Kein Vergleich zum Hilton.","Date of stay: March 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Mercure Hotel"
"Nice hotel if you don't want to be in the city centre","I stayed here for one night at the end of a group tour. The complex is nice and the pool is a good place to relax after a busy schedule. There was a good selection of food at breakfast. Housekeeping were very efficient but the bar service slow - quite often there was no-one there during opening hours. Like a lot of Namibia, there seemed to be more staff than guests. I didn't use the free shuttle but it's a good idea as the city centre is quite far away. Be careful when getting a taxi to the airport - I was told by the hotel the price would be 200 dollars, when I came to pay the taxi driver told me it was 280 and friends of mine paid 200 each (400 dollars for the taxi).","Date of stay: January 2012This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
"Maybe the worst hotel I have ever been in","After 2 amazing weeks in Namibia we arrived at the Safari Hotel and I was so disappointed. The rooms are very dreary, beds were dirty, view on the local airport which is right next door, broken toilet seats, etc. In the first night I woke up, standing in bed because of shock as my tab automized itself and the warm water started to run with an unbelievable loud noise. As this started I was awake because I couldn't turn of the water anymore and the noise continued hours and I needed to let the water run for hours and that in Africa. I complained several times at the reception and nothing happened. At 11am the plumber showed finally up and repaired it. No ""sorry for the inconvenience "" or similar I heard from the personnel. I always put the ""do not disturb"" on the door as I don't need room service for just two nights, but they still entered the room several times which is not acceptable, especially because the safe didn't work. Breakfast was like a mass processing: food not good, cold or empty - some people of my travel group had stomach problems after the breakfast. And the breakfast room is old and dirty as well. The pool area was also dirty. People had lunch there and 2 hours after they finished somebody came to remov eplates and cutlery which meant that several animals came to eat leftovers and the wind also moved cans within the pool area. Water was dirty as well so that nobody could take a swim.","Date of stay: October 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Mercure Hotel"
"Great!","This hotel is about a 40 minute drive from the airport and about a 15 minute drive to the centre of town. The hotel has a pool and the rooms are spacious. The bathroom is decent with a glass wall shower which sometimes splashes water out if you are not careful. The breakfast was adequate with made to order omelettes. There is a bar and the foyer offers some good waiting areas. All areas are air conditioned which was very welcome. There is a shopping centre about a 5 minute drive away.","Date of stay: July 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
"Reines Transit Hotel","Dieses Hotel lädt nicht zum länger verbleiben ein. Eine Nacht ist OK. Alles scheint etwas in die Jahre gekommen. Dem Frühstück gebe ich die beste Bewertung, das bietet wirklich eine tolle Auswahl und lässt keine Wünsche offen.","Date of stay: October 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Mercure Hotel"
"Ok for a conference stay","Stayed at Safari Hotel during a 4 day conference held in the hotel's conference center. There's nothing extraordinary about this place, but I had no complaints either (except maybe for the extremely slow internet connection). Staff members were polite, rooms were spacious and clean, the food was ok and the conference center was well equipped.","Date of stay: April 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Mercure Hotel"
"Poor !! No water","I had a terrible experience from this hotel. I was booked there and was not able to bath as there was no water. I was offered three 1 litre bottles of water to wash my face.very disappointed. I will never stay at this hotel again.","Date of stay: April 2015This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Mercure Hotel"
"Disappointing","A colleague and I stayed at the Safari Hotel for two nights earlier this month as we were utilising their conference centre for an exhibition. I had also promoted their services to my clients, despite the fact that their rates were not particularly competitive. We were allocated a room amongst a very noisy tour group and when we complained about the noise we were ""upgraded"" to a so-called business class room. There was no hot water and the room was filthy. The noise level in this block was even worse and we had to call reception to send security to sort out the neighbours. We complained about the lack of cleanliness but nothing was done. General upkeep is poor, frayed wires on the kettle, stains on the carpets...... We attempted room service once to obtain some milk but were told that the chef had gone off duty so they couldnt help us!! The only saving grace is the staff who on the whole were extremely friendly, especially those working at the Conference Centre. I will definitely make use of the conference facilities again but will choose alternate accommodation.","Date of stay: June 2014This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Mercure Hotel"
"niemals 3 Sterne","Wir waren im Dezember 2012 zweimal dort untergebracht während einer 2wöchigen Safari. Wir hatten also Gelegenheit 2 verschiedene Zimmer ""auszuprobieren"". Leider waren beide Erfahrungen ungenügend. Die Zimmer sind schmuddelig, sehr alt und die Klimaanlage verursacht einen Heidenlärm. Die Angestellten sind nicht wirklich hilfsbereit. Das Frühstück sollte um 6:30 losgehen. Wir mussten früh los für unsere Safari. Um halb sieben war der Raum noch verschlossen und als dieser geöffnet wurde, ging es noch etwa eine viertel Stunde, bis Gläser für O-Saft, Brot, der Toastapparat usw. am Buffet aufgetischt wurden. Ich kann das Safari Hotel niemandem mit gutem Gewissen empfehlen. Ich bin überzeugt, dass es in Windhoek viel Besseres für viel weniger Geld gibt.","Date of stay: December 2012This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Mercure Hotel"
"not exciting, but pleasant and convenient","Not exciting, but a very pleasant and convenient place to stay for some days.We stayed 2 days before and 3 days after a strenous trip around the country.Great pool area, very helpful and polite staff, big varied breakfast.A free, frequent shuttle bus going down town.","Date of stay: November 2011This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Mercure Hotel"
